Term,stunum,Course,Grade
2023-FA Course Grade,804,CLA INT 101.,P
2023-FA Course Grade,301,CLA GBK 305.,P
2023-FA Course Grade,805,CLA INT 201.,P
2023-FA Course Grade,806,CLA GBK 203.,P
2023-FA Course Grade,807,CLA INT 101.,P
2023-FA Course Grade,303,CLA INT 201.,P
2023-FA Course Grade,808,CLA INT 201.,P
2023-FA Course Grade,492,CLA INT 201.,P
2023-FA Course Grade,305,CLA INT 201.,P
2023-FA Course Grade,809,CLA INT 201.,P
2023-FA Course Grade,810,CLA INT 101.,P
2023-FA Course Grade,811,CLA INT 101.,P
2023-FA Course Grade,812,CLA INT 101.,P
2023-FA Course Grade,813,CLA GBK 101.,P
2023-FA Course Grade,814,CLA INT 201.,P
2023-FA Course Grade,815,CLA INT 301.,P
2023-FA Course Grade,287,CLA INT 201.,P
2023-FA Course Grade,488,CLA INT 301.,P
2023-FA Course Grade,288,CLA INT 301.,P
2023-FA Course Grade,496,CLA INT 201.,P
2023-FA Course Grade,816,CLA GBK 101.,P
2023-FA Course Grade,817,CLA INT 101.,P
2023-FA Course Grade,308,CLA INT 201.,P
2023-FA Course Grade,818,CLA INT 101.,P
2023-FA Course Grade,491,CLA INT 201.,P
2023-FA Course Grade,819,CLA INT 101.,P
2023-FA Course Grade,255,CLA INT 201.,P
2023-FA Course Grade,820,CLA INT 101.,P
2023-FA Course Grade,821,CLA INT 201.,P
2023-FA Course Grade,508,CLA INT 301.,P
2023-FA Course Grade,506,CLA INT 201.,P
2023-FA Course Grade,822,CLA INT 101.,P
2023-FA Course Grade,823,CLA INT 301.,P
2023-FA Course Grade,824,CLA GBK 101.,P
2023-FA Course Grade,825,CLA INT 101.,P
2023-FA Course Grade,826,CLA GBK 101.,P
2023-FA Course Grade,827,CLA INT 101.,P
2023-FA Course Grade,828,CLA GBK 101.,P
2023-FA Course Grade,829,CLA GBK 101.,P
2023-FA Course Grade,830,CLA INT 101.,P
2023-FA Course Grade,831,CLA INT 101.,P
2023-FA Course Grade,832,CLA INT 101.,P
2023-FA Course Grade,833,CLA INT 301.,P
2023-FA Course Grade,834,CLA GBK 101.,P
2023-FA Course Grade,835,CLA INT 101.,P
2023-FA Course Grade,836,CLA GBK 101.,P
2023-FA Course Grade,374,CLA INT 201.,P
2023-FA Course Grade,837,CLA INT 301.,P
2023-FA Course Grade,838,CLA INT 101.,P
2023-FA Course Grade,839,CLA INT 201.,P
2023-FA Course Grade,840,CLA INT 201.,P
2023-FA Course Grade,841,CLA GBK 101.,P
2023-FA Course Grade,842,CLA INT 101.,P
2023-FA Course Grade,843,CLA INT 101.,P
2023-FA Course Grade,844,CLA INT 201.,P
2023-FA Course Grade,845,CLA INT 201.,P
2023-FA Course Grade,372,CLA INT 201.,P
2023-FA Course Grade,846,CLA GBK 101.,P
2023-FA Course Grade,393,CLA INT 201.,P
2023-FA Course Grade,847,CLA GBK 101.,P
2023-FA Course Grade,848,CLA INT 301.,P
2023-FA Course Grade,849,CLA GBK 101.,P
2023-FA Course Grade,850,CLA INT 301.,P
2023-FA Course Grade,411,CLA INT 301.,P
2023-FA Course Grade,851,CLA INT 101.,P
2023-FA Course Grade,852,CLA GBK 101.,P
2023-FA Course Grade,853,CLA INT 101.,P
2023-FA Course Grade,854,CLA INT 301.,P
2023-FA Course Grade,333,CLA INT 301.,P
2023-FA Course Grade,429,CLA INT 301.,P
2023-FA Course Grade,855,CLA GBK 101.,P
2023-FA Course Grade,856,CLA INT 201.,P
2023-FA Course Grade,857,CLA INT 101.,P
2023-FA Course Grade,858,CLA INT 101.,P
2023-FA Course Grade,428,CLA INT 201.,P
2023-FA Course Grade,377,CLA INT 201.,P
2023-FA Course Grade,859,CLA INT 201.,P
2023-FA Course Grade,860,CLA INT 301.,P
2023-FA Course Grade,861,CLA INT 201.,P
2023-FA Course Grade,396,CLA INT 201.,P
2023-FA Course Grade,862,CLA INT 201.,P
2023-FA Course Grade,863,CLA INT 301.,P
2023-FA Course Grade,864,CLA INT 101.,P
2023-FA Course Grade,415,CLA INT 301.,P
2023-FA Course Grade,865,CLA INT 201.,P
2023-FA Course Grade,457,CLA INT 201.,P
2023-FA Course Grade,866,CLA INT 201.,P
2023-FA Course Grade,867,CLA INT 101.,P
2023-FA Course Grade,868,CLA GBK 101.,P
2023-FA Course Grade,869,CLA INT 101.,P
2023-FA Course Grade,870,CLA INT 101.,P
2023-FA Course Grade,871,CLA INT 301.,P
2023-FA Course Grade,872,CLA INT 301.,P
2023-FA Course Grade,873,CLA INT 101.,P
2023-FA Course Grade,874,CLA INT 101.,P
2023-FA Course Grade,402,CLA INT 201.,P
2023-FA Course Grade,875,CLA INT 201.,P
2023-FA Course Grade,876,CLA GBK 101.,P
2023-FA Course Grade,877,CLA INT 201.,P
2023-FA Course Grade,878,CLA GBK 101.,P
2023-FA Course Grade,879,CLA INT 301.,P
2023-FA Course Grade,880,CLA GBK 101.,P
2023-FA Course Grade,881,CLA INT 301.,P
2023-FA Course Grade,239,CLA INT 101.,P
2023-FA Course Grade,882,CLA GBK 101.,P
2023-FA Course Grade,883,CLA INT 101.,P
2023-FA Course Grade,884,CLA INT 301.,P
2023-FA Course Grade,885,CLA INT 101.,P
2023-FA Course Grade,886,CLA INT 101.,P
2023-FA Course Grade,887,CLA GBK 101.,P
2023-FA Course Grade,888,CLA INT 101.,P
2023-FA Course Grade,889,CLA INT 201.,P
2023-FA Course Grade,890,CLA INT 101.,P
2023-FA Course Grade,891,CLA INT 101.,P
2023-FA Course Grade,892,CLA INT 101.,P
2023-FA Course Grade,893,CLA INT 301.,P
2023-FA Course Grade,894,CLA INT 101.,P
2023-FA Course Grade,895,CLA INT 101.,P
2023-FA Course Grade,896,CLA INT 101.,P
2023-FA Course Grade,897,CLA GBK 101.,P
2023-FA Course Grade,251,CLA GBK 203.,P
2023-FA Course Grade,898,CLA INT 201.,P
2023-FA Course Grade,237,CLA GBK 203.,P
2023-FA Course Grade,899,CLA INT 201.,P
2023-FA Course Grade,249,CLA INT 301.,P
2023-FA Course Grade,259,CLA INT 301.,P
2023-FA Course Grade,248,CLA INT 201.,P
2023-FA Course Grade,900,CLA INT 101.,P
2023-FA Course Grade,245,CLA INT 301.,P
2023-FA Course Grade,901,CLA GBK 101.,P
2023-FA Course Grade,902,CLA INT 201.,P
2023-FA Course Grade,903,CLA INT 101.,P
2023-FA Course Grade,315,CLA INT 301.,P
2023-FA Course Grade,904,CLA INT 201.,P
2023-FA Course Grade,905,CLA GBK 101.,P
2023-FA Course Grade,906,CLA GBK 101.,P
2023-FA Course Grade,907,CLA GBK 101.,P
2023-FA Course Grade,908,CLA INT 101.,P
2023-FA Course Grade,909,CLA INT 101.,P
2023-FA Course Grade,910,CLA INT 101.,P
2023-FA Course Grade,911,CLA INT 101.,P
2023-FA Course Grade,912,CLA INT 101.,P
2023-FA Course Grade,913,CLA INT 101.,P
2023-FA Course Grade,914,CLA INT 101.,P
2023-FA Course Grade,915,CLA INT 101.,P
2023-FA Course Grade,916,CLA INT 101.,P
2023-FA Course Grade,917,CLA GBK 101.,P
2023-FA Course Grade,918,CLA GBK 101.,P
2023-FA Course Grade,919,CLA INT 101.,P
2023-FA Course Grade,920,CLA GBK 101.,P
2023-FA Course Grade,921,CLA INT 101.,P
2023-FA Course Grade,922,CLA INT 301.,P
2023-FA Course Grade,390,CLA INT 301.,P
2023-FA Course Grade,387,CLA GBK 305.,P
2023-FA Course Grade,386,CLA GBK 305.,P
2023-FA Course Grade,923,CLA INT 201.,P
2023-FA Course Grade,924,CLA INT 101.,P
2023-FA Course Grade,925,CLA INT 301.,P
2023-FA Course Grade,926,CLA INT 101.,P
2023-FA Course Grade,383,CLA GBK 203.,P
2023-FA Course Grade,391,CLA INT 201.,P
2023-FA Course Grade,380,CLA GBK 305.,P
2023-FA Course Grade,927,CLA INT 101.,P
2023-FA Course Grade,378,CLA INT 201.,P
2023-FA Course Grade,928,CLA INT 201.,P
2023-FA Course Grade,929,CLA INT 101.,P
2023-FA Course Grade,930,CLA INT 101.,P
2023-FA Course Grade,931,CLA INT 101.,P
2023-FA Course Grade,932,CLA GBK 101.,P
2023-FA Course Grade,933,CLA INT 101.,P
2023-FA Course Grade,934,CLA INT 101.,P
2023-FA Course Grade,935,CLA INT 101.,P
2023-FA Course Grade,936,CLA INT 101.,P
2023-FA Course Grade,937,CLA INT 101.,P
2023-FA Course Grade,443,CLA INT 301.,P
2023-FA Course Grade,152,CLA GBK 305.,P
2023-FA Course Grade,131,CLA INT 301.,P
2023-FA Course Grade,106,CLA INT 301.,P
2023-FA Course Grade,107,CLA INT 301.,P
2023-FA Course Grade,938,CLA INT 301.,P
2023-FA Course Grade,939,CLA INT 201.,P
2023-FA Course Grade,108,CLA GBK 305.,P
2023-FA Course Grade,940,CLA GBK 203.,P
2023-FA Course Grade,109,CLA GBK 203.,P
2023-FA Course Grade,941,CLA INT 201.,P
2023-FA Course Grade,942,CLA INT 201.,P
2023-FA Course Grade,112,CLA INT 301.,P
2023-FA Course Grade,943,CLA INT 101.,P
2023-FA Course Grade,114,CLA INT 201.,P
2023-FA Course Grade,944,CLA INT 101.,P
2023-FA Course Grade,117,CLA INT 201.,P
2023-FA Course Grade,439,CLA INT 301.,P
2023-FA Course Grade,945,CLA INT 301.,P
2023-FA Course Grade,946,CLA INT 301.,P
2023-FA Course Grade,438,CLA INT 301.,P
2023-FA Course Grade,947,CLA INT 101.,P
2023-FA Course Grade,948,CLA INT 101.,P
2023-FA Course Grade,120,CLA INT 301.,P
2023-FA Course Grade,949,CLA INT 201.,P
2023-FA Course Grade,147,CLA GBK 305.,P
2023-FA Course Grade,132,CLA GBK 203.,P
2023-FA Course Grade,950,CLA INT 201.,P
2023-FA Course Grade,133,CLA INT 301.,P
2023-FA Course Grade,134,CLA INT 301.,P
2023-FA Course Grade,951,CLA GBK 101.,P
2023-FA Course Grade,139,CLA INT 301.,P
2023-FA Course Grade,952,CLA INT 301.,P
2023-FA Course Grade,953,CLA INT 201.,P
2023-FA Course Grade,954,CLA INT 201.,P
2023-FA Course Grade,955,CLA INT 201.,P
2023-FA Course Grade,956,CLA INT 101.,P
2023-FA Course Grade,957,CLA INT 301.,P
2023-FA Course Grade,148,CLA INT 201.,P
2023-FA Course Grade,958,CLA INT 101.,P
2023-FA Course Grade,444,CLA INT 201.,P
2023-FA Course Grade,959,CLA INT 101.,P
2023-FA Course Grade,960,CLA INT 101.,P
2023-FA Course Grade,144,CLA INT 301.,P
2023-FA Course Grade,961,CLA INT 301.,P
2023-FA Course Grade,962,CLA INT 101.,P
2023-FA Course Grade,963,CLA INT 201.,P
2023-FA Course Grade,964,CLA INT 201.,P
2023-FA Course Grade,965,CLA INT 201.,P
2023-FA Course Grade,966,CLA INT 101.,P
2023-FA Course Grade,967,CLA INT 101.,P
2023-FA Course Grade,968,CLA INT 201.,P
2023-FA Course Grade,143,CLA GBK 203.,P
2023-FA Course Grade,969,CLA INT 201.,P
2023-FA Course Grade,183,CLA INT 201.,P
2023-FA Course Grade,970,CLA INT 201.,P
2023-FA Course Grade,197,CLA GBK 305.,P
2023-FA Course Grade,971,CLA INT 101.,P
2023-FA Course Grade,972,CLA INT 101.,P
2023-FA Course Grade,973,CLA INT 101.,P
2023-FA Course Grade,974,CLA INT 101.,P
2023-FA Course Grade,200,CLA GBK 203.,P
2023-FA Course Grade,975,CLA INT 101.,P
2023-FA Course Grade,976,CLA INT 101.,P
2023-FA Course Grade,977,CLA INT 301.,P
2023-FA Course Grade,978,CLA INT 101.,P
2023-FA Course Grade,979,CLA INT 101.,P
2023-FA Course Grade,980,CLA GBK 101.,P
2023-FA Course Grade,981,CLA INT 101.,P
2023-FA Course Grade,982,CLA GBK 101.,P
2023-FA Course Grade,983,CLA INT 101.,P
2023-FA Course Grade,984,CLA INT 201.,P
2023-FA Course Grade,985,CLA INT 201.,P
2023-FA Course Grade,205,CLA GBK 203.,P
2023-FA Course Grade,986,CLA INT 101.,P
2023-FA Course Grade,987,CLA INT 101.,P
2023-FA Course Grade,988,CLA INT 101.,P
2023-FA Course Grade,989,CLA INT 101.,P
2023-FA Course Grade,990,CLA INT 101.,P
2023-FA Course Grade,991,CLA GBK 101.,P
2023-FA Course Grade,992,CLA INT 301.,P
2023-FA Course Grade,121,CLA GBK 203.,P
2023-FA Course Grade,993,CLA GBK 101.,P
2023-FA Course Grade,994,CLA INT 201.,P
2023-FA Course Grade,995,CLA INT 101.,P
2023-FA Course Grade,996,CLA INT 101.,P
2023-FA Course Grade,193,CLA INT 201.,P
2023-FA Course Grade,997,CLA INT 101.,P
2023-FA Course Grade,998,CLA INT 201.,P
2023-FA Course Grade,122,CLA INT 301.,P
2023-FA Course Grade,999,CLA GBK 101.,P
2023-FA Course Grade,1000,CLA INT 101.,P
2023-FA Course Grade,1001,CLA INT 101.,P
2023-FA Course Grade,1002,CLA GBK 101.,P
2023-FA Course Grade,1003,CLA INT 101.,P
2023-FA Course Grade,1004,CLA INT 101.,P
2023-FA Course Grade,157,CLA INT 201.,P
2023-FA Course Grade,184,CLA INT 301.,P
2023-FA Course Grade,188,CLA INT 201.,P
2023-FA Course Grade,1005,CLA INT 101.,P
2023-FA Course Grade,1006,CLA INT 101.,P
2023-FA Course Grade,189,CLA INT 301.,P
2023-FA Course Grade,1007,CLA INT 301.,P
2023-FA Course Grade,1008,CLA INT 101.,P
2023-FA Course Grade,1009,CLA INT 301.,P
2023-FA Course Grade,1010,CLA INT 201.,P
2023-FA Course Grade,1011,CLA GBK 101.,P
2023-FA Course Grade,1012,CLA INT 101.,P
2023-FA Course Grade,1013,CLA INT 101.,P
2023-FA Course Grade,1014,CLA INT 201.,P
2023-FA Course Grade,1015,CLA INT 101.,P
2023-FA Course Grade,192,CLA INT 301.,P
2023-FA Course Grade,1016,CLA GBK 101.,P
2023-FA Course Grade,1017,CLA INT 101.,P
2023-SP Course Grade,1018,CLA INT 201.,P
2023-SP Course Grade,313,CLA INT 301.,P
2023-SP Course Grade,1019,CLA INT 201.,P
2023-SP Course Grade,387,CLA GBK 304.,P
2023-SP Course Grade,386,CLA GBK 304.,P
2023-SP Course Grade,385,CLA INT 301.,P
2023-SP Course Grade,923,CLA INT 101.,P
2023-SP Course Grade,383,CLA GBK 202.,P
2023-SP Course Grade,380,CLA GBK 304.,P
2023-SP Course Grade,904,CLA INT 101.,P
2023-SP Course Grade,877,CLA INT 101.,P
2023-SP Course Grade,368,CLA INT 301.,P
2023-SP Course Grade,928,CLA INT 101.,P
2023-SP Course Grade,1020,CLA INT 101.,P
2023-SP Course Grade,1021,CLA INT 101.,P
2023-SP Course Grade,875,CLA INT 101.,P
2023-SP Course Grade,839,CLA INT 101.,P
2023-SP Course Grade,1022,CLA INT 101.,P
2023-SP Course Grade,840,CLA INT 101.,P
2023-SP Course Grade,1023,CLA INT 101.,P
2023-SP Course Grade,1024,CLA INT 101.,P
2023-SP Course Grade,1025,CLA INT 201.,P
2023-SP Course Grade,237,CLA GBK 202.,P
2023-SP Course Grade,246,CLA INT 301.,P
2023-SP Course Grade,1026,CLA INT 101.,P
2023-SP Course Grade,1027,CLA INT 201.,P
2023-SP Course Grade,1028,CLA INT 101.,P
2023-SP Course Grade,256,CLA INT 201.,P
2023-SP Course Grade,821,CLA INT 101.,P
2023-SP Course Grade,523,CLA INT 201.,P
2023-SP Course Grade,1029,CLA INT 101.,P
2023-SP Course Grade,251,CLA GBK 202.,P
2023-SP Course Grade,898,CLA INT 101.,P
2023-SP Course Grade,899,CLA INT 101.,P
2023-SP Course Grade,250,CLA GBK 202.,P
2023-SP Course Grade,902,CLA INT 101.,P
2023-SP Course Grade,259,CLA INT 201.,P
2023-SP Course Grade,245,CLA INT 201.,P
2023-SP Course Grade,244,CLA INT 201.,P
2023-SP Course Grade,510,CLA INT 301.,P
2023-SP Course Grade,889,CLA INT 101.,P
2023-SP Course Grade,1030,CLA INT 301.,P
2023-SP Course Grade,1031,CLA INT 101.,P
2023-SP Course Grade,239,CLA GBK 304.,P
2023-SP Course Grade,1032,CLA INT 101.,P
2023-SP Course Grade,1033,CLA INT 301.,P
2023-SP Course Grade,238,CLA INT 301.,P
2023-SP Course Grade,498,CLA INT 301.,P
2023-SP Course Grade,879,CLA INT 201.,P
2023-SP Course Grade,1034,CLA INT 101.,P
2023-SP Course Grade,1035,CLA INT 101.,P
2023-SP Course Grade,845,CLA INT 101.,P
2023-SP Course Grade,365,CLA INT 201.,P
2023-SP Course Grade,1036,CLA INT 201.,P
2023-SP Course Grade,1037,CLA INT 101.,P
2023-SP Course Grade,1038,CLA INT 201.,P
2023-SP Course Grade,429,CLA INT 201.,P
2023-SP Course Grade,1039,CLA INT 301.,P
2023-SP Course Grade,1040,CLA INT 101.,P
2023-SP Course Grade,1041,CLA INT 301.,P
2023-SP Course Grade,330,CLA GBK 202.,P
2023-SP Course Grade,1042,CLA INT 101.,P
2023-SP Course Grade,247,CLA GBK 304.,P
2023-SP Course Grade,328,CLA INT 301.,P
2023-SP Course Grade,1043,CLA INT 101.,P
2023-SP Course Grade,1044,CLA INT 201.,P
2023-SP Course Grade,324,CLA INT 301.,P
2023-SP Course Grade,1045,CLA INT 201.,P
2023-SP Course Grade,1046,CLA INT 201.,P
2023-SP Course Grade,318,CLA INT 201.,P
2023-SP Course Grade,326,CLA INT 201.,P
2023-SP Course Grade,1047,CLA INT 201.,P
2023-SP Course Grade,362,CLA GBK 304.,P
2023-SP Course Grade,1048,CLA INT 101.,P
2023-SP Course Grade,430,CLA INT 301.,P
2023-SP Course Grade,859,CLA INT 101.,P
2023-SP Course Grade,860,CLA INT 201.,P
2023-SP Course Grade,861,CLA INT 101.,P
2023-SP Course Grade,370,CLA INT 201.,P
2023-SP Course Grade,505,CLA INT 201.,P
2023-SP Course Grade,1049,CLA INT 301.,P
2023-SP Course Grade,401,CLA INT 301.,P
2023-SP Course Grade,1050,CLA INT 101.,P
2023-SP Course Grade,1051,CLA INT 101.,P
2023-SP Course Grade,823,CLA INT 201.,P
2023-SP Course Grade,1052,CLA INT 101.,P
2023-SP Course Grade,1053,CLA INT 101.,P
2023-SP Course Grade,411,CLA INT 201.,P
2023-SP Course Grade,417,CLA INT 301.,P
2023-SP Course Grade,413,CLA INT 201.,P
2023-SP Course Grade,863,CLA INT 201.,P
2023-SP Course Grade,1054,CLA INT 101.,P
2023-SP Course Grade,1055,CLA INT 301.,P
2023-SP Course Grade,1056,CLA INT 101.,P
2023-SP Course Grade,404,CLA INT 201.,P
2023-SP Course Grade,1057,CLA INT 301.,P
2023-SP Course Grade,403,CLA GBK 202.,P
2023-SP Course Grade,406,CLA INT 201.,P
2023-SP Course Grade,398,CLA INT 301.,P
2023-SP Course Grade,862,CLA INT 101.,P
2023-SP Course Grade,395,CLA INT 301.,P
2023-SP Course Grade,844,CLA INT 101.,P
2023-SP Course Grade,235,CLA GBK 304.,P
2023-SP Course Grade,495,CLA INT 101.,P
2023-SP Course Grade,212,CLA INT 201.,P
2023-SP Course Grade,1058,CLA INT 201.,P
2023-SP Course Grade,1059,CLA INT 101.,P
2023-SP Course Grade,1060,CLA INT 101.,P
2023-SP Course Grade,263,CLA INT 301.,P
2023-SP Course Grade,273,CLA INT 301.,P
2023-SP Course Grade,288,CLA INT 201.,P
2023-SP Course Grade,310,CLA INT 301.,P
2023-SP Course Grade,1061,CLA INT 201.,P
2023-SP Course Grade,307,CLA INT 201.,P
2023-SP Course Grade,1062,CLA INT 301.,P
2023-SP Course Grade,1063,CLA INT 101.,P
2023-SP Course Grade,306,CLA INT 201.,P
2023-SP Course Grade,304,CLA INT 301.,P
2023-SP Course Grade,482,CLA INT 201.,P
2023-SP Course Grade,805,CLA INT 101.,P
2023-SP Course Grade,301,CLA GBK 304.,P
2023-SP Course Grade,300,CLA GBK 202.,P
2023-SP Course Grade,299,CLA GBK 304.,P
2023-SP Course Grade,802,CLA INT 101.,P
2023-SP Course Grade,1064,CLA INT 101.,P
2023-SP Course Grade,800,CLA INT 101.,P
2023-SP Course Grade,297,CLA GBK 202.,P
2023-SP Course Grade,809,CLA INT 101.,P
2023-SP Course Grade,487,CLA INT 201.,P
2023-SP Course Grade,1065,CLA INT 301.,P
2023-SP Course Grade,1066,CLA INT 101.,P
2023-SP Course Grade,483,CLA INT 301.,P
2023-SP Course Grade,1067,CLA INT 101.,P
2023-SP Course Grade,1068,CLA INT 301.,P
2023-SP Course Grade,791,CLA INT 101.,P
2023-SP Course Grade,1069,CLA INT 301.,P
2023-SP Course Grade,1070,CLA INT 101.,P
2023-SP Course Grade,1071,CLA INT 101.,P
2023-SP Course Grade,282,CLA INT 301.,P
2023-SP Course Grade,1072,CLA INT 101.,P
2023-SP Course Grade,1073,CLA INT 101.,P
2023-SP Course Grade,1074,CLA INT 201.,P
2023-SP Course Grade,1075,CLA INT 201.,P
2023-SP Course Grade,795,CLA INT 201.,P
2023-SP Course Grade,485,CLA INT 301.,P
2023-SP Course Grade,279,CLA INT 301.,P
2023-SP Course Grade,1076,CLA INT 301.,P
2023-SP Course Grade,277,CLA GBK 202.,P
2023-SP Course Grade,276,CLA INT 301.,P
2023-SP Course Grade,275,CLA INT 301.,P
2023-SP Course Grade,782,CLA INT 101.,P
2023-SP Course Grade,781,CLA INT 101.,P
2023-SP Course Grade,780,CLA INT 101.,P
2023-SP Course Grade,272,CLA GBK 304.,P
2023-SP Course Grade,1077,CLA INT 101.,P
2023-SP Course Grade,1078,CLA INT 101.,P
2023-SP Course Grade,1079,CLA INT 101.,P
2023-SP Course Grade,1080,CLA INT 101.,P
2023-SP Course Grade,226,CLA GBK 202.,P
2023-SP Course Grade,1081,CLA INT 101.,P
2023-SP Course Grade,1082,CLA INT 101.,P
2023-SP Course Grade,224,CLA GBK 304.,P
2023-SP Course Grade,1083,CLA INT 101.,P
2023-SP Course Grade,1084,CLA INT 101.,P
2023-SP Course Grade,773,CLA INT 101.,P
2023-SP Course Grade,1085,CLA INT 101.,P
2023-SP Course Grade,1086,CLA INT 101.,P
2023-SP Course Grade,1087,CLA INT 101.,P
2023-SP Course Grade,1088,CLA INT 101.,P
2023-SP Course Grade,1089,CLA INT 101.,P
2023-SP Course Grade,1090,CLA INT 101.,P
2023-SP Course Grade,1091,CLA INT 101.,P
2023-SP Course Grade,1092,CLA INT 101.,P
2023-SP Course Grade,1093,CLA INT 101.,P
2023-SP Course Grade,1094,CLA INT 101.,P
2023-SP Course Grade,1095,CLA INT 101.,P
2023-SP Course Grade,1096,CLA INT 101.,P
2023-SP Course Grade,216,CLA INT 301.,P
2023-SP Course Grade,215,CLA INT 201.,P
2023-SP Course Grade,1097,CLA INT 101.,P
2023-SP Course Grade,213,CLA GBK 202.,P
2023-SP Course Grade,1098,CLA INT 101.,P
2023-SP Course Grade,211,CLA GBK 304.,P
2023-SP Course Grade,1099,CLA INT 101.,P
2023-SP Course Grade,1100,CLA INT 101.,P
2023-SP Course Grade,1101,CLA INT 101.,P
2023-SP Course Grade,1102,CLA INT 101.,P
2023-SP Course Grade,1103,CLA INT 101.,P
2023-SP Course Grade,1104,CLA INT 101.,P
2023-SP Course Grade,1105,CLA INT 101.,P
2023-SP Course Grade,1106,CLA INT 101.,P
2023-SP Course Grade,1107,CLA INT 101.,P
2023-SP Course Grade,1108,CLA INT 101.,P
2023-SP Course Grade,1109,CLA INT 101.,P
2023-SP Course Grade,1110,CLA INT 101.,P
2023-SP Course Grade,1111,CLA INT 101.,P
2023-SP Course Grade,1112,CLA INT 101.,P
2023-SP Course Grade,1113,CLA INT 101.,P
2023-SP Course Grade,1114,CLA INT 101.,P
2023-SP Course Grade,1115,CLA INT 101.,P
2023-SP Course Grade,1116,CLA INT 101.,P
2023-SP Course Grade,1117,CLA INT 101.,P
2023-SP Course Grade,1118,CLA INT 101.,P
2023-SP Course Grade,1119,CLA INT 101.,P
2023-SP Course Grade,1120,CLA INT 201.,P
2023-SP Course Grade,1121,CLA INT 101.,P
2023-SP Course Grade,1122,CLA INT 101.,P
2023-SP Course Grade,1123,CLA INT 101.,P
2023-SP Course Grade,1124,CLA INT 101.,P
2023-SP Course Grade,361,CLA INT 201.,P
2023-SP Course Grade,1125,CLA INT 201.,P
2023-SP Course Grade,360,CLA INT 301.,P
2023-SP Course Grade,158,CLA INT 301.,P
2023-SP Course Grade,1126,CLA INT 101.,P
2023-SP Course Grade,182,CLA INT 201.,P
2023-SP Course Grade,785,CLA INT 101.,P
2023-SP Course Grade,1127,CLA INT 101.,P
2023-SP Course Grade,206,CLA GBK 304.,P
2023-SP Course Grade,205,CLA GBK 202.,P
2023-SP Course Grade,1128,CLA INT 101.,P
2023-SP Course Grade,1129,CLA INT 301.,P
2023-SP Course Grade,204,CLA INT 301.,P
2023-SP Course Grade,455,CLA INT 301.,P
2023-SP Course Grade,1130,CLA INT 301.,P
2023-SP Course Grade,977,CLA INT 201.,P
2023-SP Course Grade,202,CLA INT 201.,P
2023-SP Course Grade,200,CLA GBK 202.,P
2023-SP Course Grade,199,CLA INT 201.,P
2023-SP Course Grade,441,CLA INT 301.,P
2023-SP Course Grade,197,CLA GBK 304.,P
2023-SP Course Grade,994,CLA INT 101.,P
2023-SP Course Grade,1131,CLA INT 101.,P
2023-SP Course Grade,192,CLA INT 201.,P
2023-SP Course Grade,1132,CLA INT 101.,P
2023-SP Course Grade,1133,CLA INT 201.,P
2023-SP Course Grade,454,CLA INT 201.,P
2023-SP Course Grade,650,CLA INT 101.,P
2023-SP Course Grade,1134,CLA INT 301.,P
2023-SP Course Grade,1135,CLA INT 201.,P
2023-SP Course Grade,1136,CLA INT 201.,P
2023-SP Course Grade,1137,CLA INT 101.,P
2023-SP Course Grade,636,CLA INT 101.,P
2023-SP Course Grade,27,CLA INT 301.,P
2023-SP Course Grade,102,CLA GBK 202.,P
2023-SP Course Grade,448,CLA INT 201.,P
2023-SP Course Grade,449,CLA INT 201.,P
2023-SP Course Grade,207,CLA INT 201.,P
2023-SP Course Grade,105,CLA GBK 304.,P
2023-SP Course Grade,1138,CLA INT 101.,P
2023-SP Course Grade,177,CLA INT 301.,P
2023-SP Course Grade,624,CLA INT 101.,P
2023-SP Course Grade,620,CLA INT 101.,P
2023-SP Course Grade,450,CLA INT 201.,P
2023-SP Course Grade,180,CLA INT 301.,P
2023-SP Course Grade,167,CLA GBK 306.,P
2023-SP Course Grade,1139,CLA INT 101.,P
2023-SP Course Grade,1140,CLA INT 101.,P
2023-SP Course Grade,1141,CLA INT 101.,P
2023-SP Course Grade,163,CLA INT 301.,P
2023-SP Course Grade,162,CLA GBK 304.,P
2023-SP Course Grade,1142,CLA INT 301.,P
2023-SP Course Grade,1009,CLA INT 201.,P
2023-SP Course Grade,634,CLA INT 101.,P
2023-SP Course Grade,1010,CLA INT 101.,P
2023-SP Course Grade,1143,CLA INT 101.,P
2023-SP Course Grade,108,CLA GBK 304.,P
2023-SP Course Grade,153,CLA INT 301.,P
2023-SP Course Grade,152,CLA GBK 304.,P
2023-SP Course Grade,151,CLA GBK 304.,P
2023-SP Course Grade,949,CLA INT 101.,P
2023-SP Course Grade,147,CLA GBK 304.,P
2023-SP Course Grade,146,CLA INT 301.,P
2023-SP Course Grade,965,CLA INT 101.,P
2023-SP Course Grade,964,CLA INT 101.,P
2023-SP Course Grade,963,CLA INT 101.,P
2023-SP Course Grade,109,CLA GBK 202.,P
2023-SP Course Grade,154,CLA INT 301.,P
2023-SP Course Grade,141,CLA INT 201.,P
2023-SP Course Grade,955,CLA INT 101.,P
2023-SP Course Grade,954,CLA INT 101.,P
2023-SP Course Grade,953,CLA INT 101.,P
2023-SP Course Grade,139,CLA INT 201.,P
2023-SP Course Grade,1144,CLA INT 101.,P
2023-SP Course Grade,135,CLA INT 301.,P
