Term,stunum,Course,Grade
2024-SP Course Grade,424,CLA INT 301.,P
2024-SP Course Grade,4,CLA GBK 306.,P
2024-SP Course Grade,3,CLA GBK 304.,P
2024-SP Course Grade,1405,CLA INT 201.,P
2024-SP Course Grade,1406,CLA INT 101.,P
2024-SP Course Grade,1407,CLA INT 101.,P
2024-SP Course Grade,1408,CLA INT 101.,P
2024-SP Course Grade,1409,CLA INT 101.,P
2024-SP Course Grade,673,CLA INT 201.,P
2024-SP Course Grade,672,CLA GBK 202.,P
2024-SP Course Grade,669,CLA INT 201.,P
2024-SP Course Grade,1410,CLA INT 101.,P
2024-SP Course Grade,1411,CLA INT 101.,P
2024-SP Course Grade,1170,CLA INT 101.,P
2024-SP Course Grade,41,CLA GBK 304.,P
2024-SP Course Grade,49,CLA GBK 306.,P
2024-SP Course Grade,38,CLA GBK 306.,P
2024-SP Course Grade,1137,CLA INT 201.,P
2024-SP Course Grade,636,CLA INT 301.,P
2024-SP Course Grade,638,CLA GBK 202.,P
2024-SP Course Grade,627,CLA GBK 202.,P
2024-SP Course Grade,102,CLA GBK 304.,P
2024-SP Course Grade,448,CLA INT 301.,P
2024-SP Course Grade,1412,CLA INT 101.,P
2024-SP Course Grade,1136,CLA INT 301.,P
2024-SP Course Grade,625,CLA INT 301.,P
2024-SP Course Grade,1138,CLA INT 201.,P
2024-SP Course Grade,175,CLA INT 301.,P
2024-SP Course Grade,622,CLA GBK 202.,P
2024-SP Course Grade,1413,CLA INT 101.,P
2024-SP Course Grade,618,CLA GBK 202.,P
2024-SP Course Grade,632,CLA GBK 202.,P
2024-SP Course Grade,1414,CLA INT 101.,P
2024-SP Course Grade,105,CLA GBK 306.,P
2024-SP Course Grade,635,CLA INT 201.,P
2024-SP Course Grade,634,CLA INT 301.,P
2024-SP Course Grade,1415,CLA INT 301.,P
2024-SP Course Grade,690,CLA INT 201.,P
2024-SP Course Grade,36,CLA INT 201.,P
2024-SP Course Grade,1416,CLA INT 101.,P
2024-SP Course Grade,691,CLA INT 201.,P
2024-SP Course Grade,693,CLA GBK 304.,P
2024-SP Course Grade,694,CLA GBK 306.,P
2024-SP Course Grade,1417,CLA INT 101.,P
2024-SP Course Grade,1418,CLA INT 101.,P
2024-SP Course Grade,14,CLA INT 301.,P
2024-SP Course Grade,1419,CLA INT 101.,P
2024-SP Course Grade,640,CLA INT 201.,P
2024-SP Course Grade,628,CLA INT 201.,P
2024-SP Course Grade,629,CLA INT 201.,P
2024-SP Course Grade,631,CLA INT 201.,P
2024-SP Course Grade,29,CLA INT 201.,P
2024-SP Course Grade,1420,CLA INT 101.,P
2024-SP Course Grade,639,CLA INT 201.,P
2024-SP Course Grade,1421,CLA INT 201.,P
2024-SP Course Grade,593,CLA GBK 202.,P
2024-SP Course Grade,1147,CLA INT 201.,P
2024-SP Course Grade,1013,CLA INT 201.,P
2024-SP Course Grade,1422,CLA INT 101.,P
2024-SP Course Grade,1423,CLA INT 101.,P
2024-SP Course Grade,101,CLA GBK 304.,P
2024-SP Course Grade,1424,CLA INT 101.,P
2024-SP Course Grade,538,CLA GBK 304.,P
2024-SP Course Grade,76,CLA GBK 306.,P
2024-SP Course Grade,539,CLA INT 301.,P
2024-SP Course Grade,528,CLA GBK 202.,P
2024-SP Course Grade,55,CLA GBK 306.,P
2024-SP Course Grade,1425,CLA INT 101.,P
2024-SP Course Grade,541,CLA INT 301.,P
2024-SP Course Grade,542,CLA INT 201.,P
2024-SP Course Grade,1155,CLA INT 301.,P
2024-SP Course Grade,1426,CLA INT 301.,P
2024-SP Course Grade,1154,CLA INT 201.,P
2024-SP Course Grade,570,CLA INT 201.,P
2024-SP Course Grade,1427,CLA INT 101.,P
2024-SP Course Grade,601,CLA INT 201.,P
2024-SP Course Grade,1428,CLA INT 101.,P
2024-SP Course Grade,1429,CLA INT 101.,P
2024-SP Course Grade,93,CLA GBK 304.,P
2024-SP Course Grade,1430,CLA INT 201.,P
2024-SP Course Grade,95,CLA GBK 304.,P
2024-SP Course Grade,1431,CLA INT 101.,P
2024-SP Course Grade,1432,CLA INT 101.,P
2024-SP Course Grade,1433,CLA INT 101.,P
2024-SP Course Grade,1434,CLA INT 101.,P
2024-SP Course Grade,527,CLA GBK 202.,P
2024-SP Course Grade,531,CLA GBK 202.,P
2024-SP Course Grade,1435,CLA INT 101.,P
2024-SP Course Grade,1436,CLA INT 101.,P
2024-SP Course Grade,532,CLA INT 301.,P
2024-SP Course Grade,537,CLA INT 201.,P
2024-SP Course Grade,525,CLA INT 201.,P
2024-SP Course Grade,1437,CLA INT 101.,P
2024-SP Course Grade,529,CLA GBK 202.,P
2024-SP Course Grade,1438,CLA INT 101.,P
2024-SP Course Grade,1439,CLA INT 101.,P
2024-SP Course Grade,1440,CLA INT 101.,P
2024-SP Course Grade,598,CLA INT 201.,P
2024-SP Course Grade,1441,CLA INT 301.,P
2024-SP Course Grade,1442,CLA INT 101.,P
2024-SP Course Grade,1443,CLA INT 101.,P
2024-SP Course Grade,578,CLA INT 201.,P
2024-SP Course Grade,358,CLA GBK 304.,P
2024-SP Course Grade,579,CLA GBK 202.,P
2024-SP Course Grade,1444,CLA INT 101.,P
2024-SP Course Grade,1162,CLA INT 201.,P
2024-SP Course Grade,1445,CLA INT 101.,P
2024-SP Course Grade,1048,CLA INT 201.,P
2024-SP Course Grade,1446,CLA INT 101.,P
2024-SP Course Grade,1447,CLA INT 301.,P
2024-SP Course Grade,362,CLA GBK 306.,P
2024-SP Course Grade,1448,CLA INT 101.,P
2024-SP Course Grade,1449,CLA INT 101.,P
2024-SP Course Grade,1450,CLA INT 201.,P
2024-SP Course Grade,581,CLA GBK 202.,P
2024-SP Course Grade,599,CLA INT 201.,P
2024-SP Course Grade,586,CLA INT 201.,P
2024-SP Course Grade,1451,CLA INT 101.,P
2024-SP Course Grade,69,CLA INT 201.,P
2024-SP Course Grade,1169,CLA INT 301.,P
2024-SP Course Grade,73,CLA INT 201.,P
2024-SP Course Grade,1452,CLA INT 201.,P
2024-SP Course Grade,367,CLA INT 301.,P
2024-SP Course Grade,1453,CLA INT 301.,P
2024-SP Course Grade,1454,CLA INT 301.,P
2024-SP Course Grade,1455,CLA INT 101.,P
2024-SP Course Grade,1456,CLA INT 101.,P
2024-SP Course Grade,345,CLA INT 201.,P
2024-SP Course Grade,1457,CLA INT 201.,P
2024-SP Course Grade,614,CLA INT 201.,P
2024-SP Course Grade,1458,CLA INT 101.,P
2024-SP Course Grade,353,CLA INT 201.,P
2024-SP Course Grade,1165,CLA INT 201.,P
2024-SP Course Grade,607,CLA INT 201.,P
2024-SP Course Grade,1459,CLA INT 101.,P
2024-SP Course Grade,557,CLA INT 301.,P
2024-SP Course Grade,90,CLA INT 201.,P
2024-SP Course Grade,559,CLA GBK 202.,P
2024-SP Course Grade,1460,CLA INT 101.,P
2024-SP Course Grade,943,CLA INT 201.,P
2024-SP Course Grade,941,CLA INT 301.,P
2024-SP Course Grade,1461,CLA INT 101.,P
2024-SP Course Grade,111,CLA INT 301.,P
2024-SP Course Grade,1462,CLA INT 201.,P
2024-SP Course Grade,109,CLA GBK 304.,P
2024-SP Course Grade,442,CLA INT 301.,P
2024-SP Course Grade,108,CLA GBK 306.,P
2024-SP Course Grade,152,CLA GBK 306.,P
2024-SP Course Grade,1463,CLA INT 201.,P
2024-SP Course Grade,1464,CLA INT 201.,P
2024-SP Course Grade,1465,CLA INT 101.,P
2024-SP Course Grade,940,CLA GBK 304.,P
2024-SP Course Grade,148,CLA INT 301.,P
2024-SP Course Grade,147,CLA GBK 306.,P
2024-SP Course Grade,130,CLA INT 201.,P
2024-SP Course Grade,1466,CLA INT 101.,P
2024-SP Course Grade,1467,CLA INT 101.,P
2024-SP Course Grade,1468,CLA INT 201.,P
2024-SP Course Grade,1148,CLA INT 201.,P
2024-SP Course Grade,1469,CLA INT 101.,P
2024-SP Course Grade,1149,CLA INT 201.,P
2024-SP Course Grade,1150,CLA INT 301.,P
2024-SP Course Grade,157,CLA INT 301.,P
2024-SP Course Grade,156,CLA INT 301.,P
2024-SP Course Grade,1470,CLA INT 101.,P
2024-SP Course Grade,1471,CLA INT 101.,P
2024-SP Course Grade,999,CLA GBK 202.,P
2024-SP Course Grade,124,CLA INT 201.,P
2024-SP Course Grade,970,CLA INT 301.,P
2024-SP Course Grade,1151,CLA INT 201.,P
2024-SP Course Grade,121,CLA GBK 304.,P
2024-SP Course Grade,969,CLA INT 301.,P
2024-SP Course Grade,1472,CLA INT 101.,P
2024-SP Course Grade,117,CLA INT 301.,P
2024-SP Course Grade,998,CLA INT 301.,P
2024-SP Course Grade,1473,CLA INT 101.,P
2024-SP Course Grade,967,CLA INT 201.,P
2024-SP Course Grade,1474,CLA INT 301.,P
2024-SP Course Grade,679,CLA GBK 202.,P
2024-SP Course Grade,1475,CLA INT 101.,P
2024-SP Course Grade,50,CLA GBK 306.,P
2024-SP Course Grade,52,CLA GBK 304.,P
2024-SP Course Grade,79,CLA GBK 304.,P
2024-SP Course Grade,81,CLA GBK 304.,P
2024-SP Course Grade,551,CLA INT 201.,P
2024-SP Course Grade,1476,CLA INT 101.,P
2024-SP Course Grade,550,CLA GBK 202.,P
2024-SP Course Grade,567,CLA INT 301.,P
2024-SP Course Grade,565,CLA INT 201.,P
2024-SP Course Grade,1477,CLA INT 101.,P
2024-SP Course Grade,563,CLA INT 201.,P
2024-SP Course Grade,1478,CLA INT 101.,P
2024-SP Course Grade,562,CLA GBK 202.,P
2024-SP Course Grade,89,CLA GBK 304.,P
2024-SP Course Grade,85,CLA GBK 306.,P
2024-SP Course Grade,425,CLA INT 301.,P
2024-SP Course Grade,681,CLA INT 301.,P
2024-SP Course Grade,1479,CLA INT 101.,P
2024-SP Course Grade,966,CLA INT 201.,P
2024-SP Course Grade,1480,CLA INT 101.,P
2024-SP Course Grade,145,CLA INT 301.,P
2024-SP Course Grade,956,CLA INT 201.,P
2024-SP Course Grade,1481,CLA INT 101.,P
2024-SP Course Grade,1482,CLA INT 101.,P
2024-SP Course Grade,141,CLA INT 301.,P
2024-SP Course Grade,1483,CLA INT 201.,P
2024-SP Course Grade,1484,CLA INT 101.,P
2024-SP Course Grade,954,CLA INT 301.,P
2024-SP Course Grade,1485,CLA INT 301.,P
2024-SP Course Grade,1486,CLA INT 101.,P
2024-SP Course Grade,951,CLA INT 201.,P
2024-SP Course Grade,1144,CLA INT 201.,P
2024-SP Course Grade,1145,CLA INT 201.,P
2024-SP Course Grade,132,CLA GBK 304.,P
2024-SP Course Grade,1487,CLA INT 101.,P
2024-SP Course Grade,1016,CLA GBK 202.,P
2024-SP Course Grade,1488,CLA INT 101.,P
